8108,-27.423398,152.985206,1,-27.423266,152.985261
8108,-27.423459,152.984853,1,-27.42353,152.98515
8108,-27.423177,152.984937,1,-27.423108,152.984639
8108,-27.423248,152.984597,1,-27.423388,152.984555
8108,-27.423248,152.984597,2,-27.423108,152.984639
8108,-27.423177,152.984937,2,-27.423245,152.985235
8108,-27.423459,152.984853,2,-27.423388,152.984555
8108,-27.423398,152.985206,2,-27.42353,152.98515
8274,-37.845626,140.770384,1,-37.8458892,140.7699153
8274,-37.845626,140.770384,2,-37.84607167,140.7699797
8274,-37.845626,140.770384,3,-37.845374,140.7708599
8274,-37.845626,140.770384,4,-37.84520227,140.7707311
8274,-37.845626,140.770384,5,-37.8458892,140.7699153
8313,-27.420479,152.989386,1,-27.420616,152.990261
8313,-27.420258,152.98789,1,-27.420342,152.988512
8313,-27.420037,152.986246,1,-27.420174,152.987268
8313,-27.4197,152.983601,1,-27.419794,152.984339
8313,-27.419847,152.984781,1,-27.4199,152.985224
8313,-27.419847,152.984781,2,-27.419794,152.984339
8313,-27.4197,152.983601,2,-27.419605,152.982864
8313,-27.420037,152.986246,2,-27.4199,152.985224
8313,-27.420258,152.98789,2,-27.420174,152.987268
8313,-27.420479,152.989386,2,-27.420342,152.988512
8747,-37.824036,140.772325,1,-37.824045,140.772252
8747,-37.824036,140.772325,2,-37.823994,140.772283
8747,-37.824036,140.772325,3,-37.824021,140.772388
8747,-37.824036,140.772325,4,-37.82408,140.772376
8747,-37.824036,140.772325,5,-37.824045,140.772252
8817,-37.821382,140.769898,1,-37.821106,140.769343
8817,-37.824126,140.776273,1,-37.82394171,140.7758398
8817,-37.824126,140.776273,2,-37.82423653,140.7767701
8817,-37.821382,140.769898,2,-37.821484,140.770542
8817,-37.821382,140.769898,3,-37.821657,140.770458
8817,-37.824126,140.776273,3,-37.82430859,140.7767243
8817,-37.824126,140.776273,4,-37.82403343,140.7758071
8817,-37.821382,140.769898,4,-37.821284,140.769259
8817,-37.821382,140.769898,5,-37.821106,140.769343
8817,-37.824126,140.776273,5,-37.82394171,140.7758398
8824,-37.824126,140.776284,1,-37.82394087,140.7758404
8824,-37.824655,140.773495,1,-37.826313,140.77438
8824,-37.824655,140.773495,2,-37.825336,140.77143
8824,-37.824126,140.776284,2,-37.82422375,140.7767665
8824,-37.824126,140.776284,3,-37.824309,140.7767084
8824,-37.824655,140.773495,3,-37.822997,140.77261
8824,-37.824655,140.773495,4,-37.823953,140.77556
8824,-37.824126,140.776284,4,-37.82402612,140.7758016
8824,-37.824126,140.776284,5,-37.82394087,140.7758404
8824,-37.824655,140.773495,5,-37.826313,140.77438
8886,-37.83297,140.775984,1,-37.83296959,140.7759842
8889,-27.4297,152.986,1,-27.4297,152.986
8889,-27.4297,152.986,2,-27.4297,152.986
8889,-27.4297,152.986,3,-27.4299,152.986
8889,-27.4297,152.986,4,-27.4299,152.986
8889,-27.4297,152.986,5,-27.4297,152.986
9212,-37.825953,140.769816,1,-37.825614,140.769768
9212,-37.825953,140.769816,2,-37.826109,140.769493
9212,-37.825953,140.769816,3,-37.826274,140.769933
9212,-37.825953,140.769816,4,-37.825779,140.770098
9212,-37.825953,140.769816,5,-37.825614,140.769768
9337,-37.826983,140.776813,1,-37.826874,140.776819
9337,-37.826983,140.776813,2,-37.826898,140.776901
9337,-37.826983,140.776813,3,-37.827096,140.776807
9337,-37.826983,140.776813,4,-37.827081,140.776753
9337,-37.826983,140.776813,5,-37.827041,140.776733
9337,-37.826983,140.776813,6,-37.826874,140.776819
9374,-27.419517,152.992193,1,-27.419038,152.992073
9374,-27.419517,152.992193,2,-27.419105,152.992488
9374,-27.419517,152.992193,3,-27.419997,152.992313
9374,-27.419517,152.992193,4,-27.419925,152.991897
9374,-27.419517,152.992193,5,-27.419038,152.992073
9957,-33.734385,150.912715,1,-33.7343854,150.912715
9958,-37.83222,140.772758,1,-37.83222008,140.7727575
9959,34.232224,-82.192607,1,34.2322238,-82.1926071
11092,-27.4287,152.989,1,-27.4287,152.989
11092,-27.4287,152.989,2,-27.4298,152.996
11093,-27.4287,152.995,1,-27.4287,152.995
11093,-27.4287,152.995,2,-27.4288,152.995
11093,-27.4287,152.995,3,-27.429,152.996
11093,-27.4287,152.995,4,-27.4288,152.996
11093,-27.4287,152.995,5,-27.4287,152.995
11094,-27.4291,152.992,1,-27.4291,152.992
11094,-27.4291,152.992,2,-27.4293,152.992
11094,-27.4291,152.992,3,-27.4297,152.994
11094,-27.4291,152.992,4,-27.4295,152.994
11094,-27.4291,152.992,5,-27.4291,152.992
11095,-27.4287,152.989,1,-27.4287,152.989
11095,-27.4287,152.989,2,-27.4289,152.989
11095,-27.4287,152.989,3,-27.4292,152.991
11095,-27.4287,152.989,4,-27.4291,152.991
11095,-27.4287,152.989,5,-27.4287,152.989
11096,-27.4279,152.989,1,-27.4279,152.989
11096,-27.4279,152.989,2,-27.429,152.996
11099,-27.4287,152.995,1,-27.4287,152.995
11099,-27.4287,152.995,2,-27.4288,152.995
11099,-27.4287,152.995,3,-27.429,152.996
11099,-27.4287,152.995,4,-27.4289,152.996
11099,-27.4287,152.995,5,-27.4287,152.995
11100,-27.4282,152.992,1,-27.4282,152.992
11100,-27.4282,152.992,2,-27.4284,152.992
11100,-27.4282,152.992,3,-27.4288,152.995
11100,-27.4282,152.992,4,-27.4286,152.995
11100,-27.4282,152.992,5,-27.4282,152.992
11101,-27.4278,152.989,1,-27.4278,152.989
11101,-27.4278,152.989,2,-27.428,152.989
11101,-27.4278,152.989,3,-27.4284,152.992
11101,-27.4278,152.989,4,-27.4282,152.992
11101,-27.4278,152.989,5,-27.4278,152.989
11228,-27.4285,152.993,1,-27.4285,152.993
11228,-27.4285,152.993,2,-27.4284,152.992
11228,-27.4285,152.993,3,-27.4291,152.992
11228,-27.4285,152.993,4,-27.4292,152.993
11228,-27.4285,152.993,5,-27.4285,152.993
11230,-27.4291,152.992,1,-27.4291,152.992
11231,-27.4286,152.993,1,-27.4286,152.993
11232,-27.4203,152.983,1,-27.4203,152.983
11232,-27.4203,152.983,2,-27.4212,152.984
11232,-27.4203,152.983,3,-27.4213,152.983
11232,-27.4203,152.983,4,-27.4213,152.983
11232,-27.4203,152.983,5,-27.4212,152.983
11232,-27.4203,152.983,6,-27.4209,152.983
11232,-27.4203,152.983,7,-27.4207,152.982
11232,-27.4203,152.983,8,-27.4203,152.983
11233,-27.4211,152.983,1,-27.4211,152.983
11236,-27.405858,152.969046,1,-27.405858,152.969046
11244,-27.4213,152.983,1,-27.4213,152.983
11244,-27.4213,152.983,2,-27.4214,152.983
11244,-27.4213,152.983,3,-27.4216,152.983
11244,-27.4213,152.983,4,-27.4214,152.983
11244,-27.4213,152.983,5,-27.4213,152.983
11245,-27.4209,152.982,1,-27.4209,152.982
11360,-37.825334,140.778326,1,-37.825334,140.778326
11473,-27.424382,152.982577,1,-27.424031,152.982129
11473,-27.424382,152.982577,2,-27.424912,152.981901
11473,-27.424382,152.982577,3,-27.424993,152.982928
11473,-27.424382,152.982577,4,-27.423771,152.983254
11473,-27.424382,152.982577,5,-27.424031,152.982129
11476,-27.419057,152.985477,1,-27.418298,152.985667
11476,-27.419057,152.985477,2,-27.419816,152.985287
11480,-27.435157,152.98686,1,-27.435048,152.98611
11480,-27.435089,152.985777,1,-27.435129,152.985445
11480,-27.434967,152.984358,1,-27.434804,152.983272
